track_id,track_name,primary_artist_id,track_popularity,album_name,duration_ms,is_explicit
0j2T0R9dR9qdJYsB7ciXhf,Stronger,,84,Graduation,311866,True
5SkRLpaGtvYPhw02vZhQQ9,All Falls Down,,84,The College Dropout,223506,True
3s7MCdXyWmwjdcWh7GWXas,Violent Crimes,,83,ye,215320,True
7DSAEUvxU8FajXtRloy8M0,Flowers,,89,Endless Summer Vacation,200600,False
3E7dfMvvCLUddWissuqMwr,Party In The U.S.A.,,84,The Time Of Our Lives (International Version),202066,False
2rDMtmPctM67hICAZTKAjx,End of the World,,70,Something Beautiful,250483,False
1daDRI9ahBonbWD8YcxOIB,Angels Like You,,85,Plastic Hearts,196453,False
2vwlzO0Qp8kfEtzTsCXfyE,Wrecking Ball,,84,Bangerz (Deluxe Version),221360,False
2y4lAQpi5VTNLu2ldeTdUH,We Can't Stop,,83,Bangerz (Deluxe Version),231240,False
02dRkCEc8Q5ch4TTcnLxOn,Nothing Breaks Like a Heart (feat. Miley Cyrus),,80,Late Night Feelings,217099,False
28RGHzCKNZEAWquYbZl3EI,More to Lose,,69,Something Beautiful,275780,False
5x5JM1BSB6vollcIzDocqT,The Climb,,77,The Time Of Our Lives (International Version),234520,False
2OBzYCYMNsD6yhBZZSs0xg,Easy Lover,,79,Something Beautiful,186639,False
3BJe4B8zGnqEdQPMvfVjuS,Summertime Sadness,,87,Born To Die - The Paradise Edition,265427,False
2nMeu6UenVvwUktBCpLMK9,Young And Beautiful,,89,Young And Beautiful,236053,False
2mdEsXPu8ZmkHRRtAdC09e,Cinnamon Girl,,88,Norman Fucking Rockwell!,300683,False
6GGtHZgBycCgGBUhZo81xe,Say Yes To Heaven,,87,Say Yes To Heaven,209156,False
1NZs6n6hl8UuMaX0UC0YTz,Brooklyn Baby,,86,Ultraviolence (Deluxe),351640,True
5Y6nVaayzitvsD5F7nr3DV,West Coast,,86,Ultraviolence (Deluxe),256760,False
0fBSs3fRoh1yJcne77fdu9,Video Games,,81,Born To Die - The Paradise Edition,281960,False
4Ouhoi2lAhrLJKFzUqEzwl,Born To Die,,80,Born To Die - The Paradise Edition,285400,False
2vtmY2mSccRzKGjtcHSzI3,Diet Mountain Dew,,80,Born To Die - The Paradise Edition,222920,False
1o82DwNisONAd2mu1RcGE6,Margaret (feat. Bleachers),,83,Did you know that there's a tunnel under Ocean Blvd,339890,False
0TwBtDAWpkpM3srywFVOV5,Crazy In Love (feat. JAY-Z),,84,Dangerously In Love,235933,False
2CvOqDpQIMw69cCzWqr5yr,Halo,,78,I AM...SASHA FIERCE - Platinum Edition,261160,False
7wLShogStyDeZvL0a6daN5,TEXAS HOLD 'EM,,77,COWBOY CARTER,233456,True
6GQuF9vzJAVs7fYN9ftBdP,Diva,,76,I AM...SASHA FIERCE - Platinum Edition,200320,False
557un1HgwYMuqfWGSTmnxw,Single Ladies (Put a Ring on It),,73,I AM...SASHA FIERCE - Platinum Edition,192586,False
1G7DcLzPnopdZjLkev0K4e,Irreplaceable,,73,B'Day,227666,False
1oQZk2bKBLgP1cbuFKvjkq,If I Were a Boy,,75,I AM...SASHA FIERCE - Platinum Edition,249866,False
1xzi1Jcr7mEi9K2RfzLOqS,CUFF IT,,79,RENAISSANCE,225388,True
7cioKB5CHVzk09SOtTyn0T,Haunted,,78,BEYONCÉ [Platinum Edition],369040,True
34h7O0d0ToOB60zYSFkGKH,Love On Top,,60,4,267413,False
5IgjP7X4th6nMNDh4akUHb,Under The Influence,,86,Indigo (Extended),184613,True
08M5qLQy0oUNrTMQv4xQac,MUTT (feat. Chris Brown) [CB REMIX],,61,MUTT Deluxe: HEEL,199492,False
62zFEHfAYl5kdHYOivj4BC,International Love (feat. Chris Brown),,84,Planet Pit (Deluxe Version),227280,False
3NZJlJemX3mzjf56MqC5ML,Forever,,83,Forever,278573,False
0vjeOZ3Ft5jvAi9SBFJm1j,Superhero (Heroes & Villains) [with Future & Chris Brown],,82,HEROES & VILLAINS,182666,True
5Lgcn7u07bHuqbOtXkN62u,With You,,81,Exclusive (Expanded Edition),252120,False
6txAWGckgEGJIhLjhNdtE9,Residuals,,76,11:11 (Deluxe),215178,False
3XqM8hLCEYlbnFjoWwqtFv,Angel Numbers / Ten Toes,,81,11:11,306847,True
6XHVuErjQ4XNm6nDPVCxVX,No Guidance (feat. Drake),,80,Indigo,260640,True
7xYnUQigPoIDAMPVK79NEq,Run It! (feat. Juelz Santana),,81,Chris Brown (Expanded Edition),229866,False
0pqnGHJpmpxLKifKRmU6WP,Believer,,89,Evolve,204346,False
5qaEfEh1AtSdrdrByCP7qR,Demons,,86,Night Visions,177506,False
1zB4vmk8tFRmM9UULNzbLB,Thunder,,88,Evolve,187146,False
54ipXppHLA8U4yqpOFTUhr,Bones,,83,Mercury - Acts 1 & 2,165264,False
3CIyK1V4JEJkg02E4EJnDl,Enemy (with JID) - from the series Arcane League of Legends,,82,Mercury - Acts 1 & 2,173381,False
62yJjFtgkhUrXktIoSjgP2,Radioactive,,82,Night Visions,186813,False
6Qn5zhYkTa37e91HC1D7lb,Whatever It Takes,,85,Evolve,201240,False
2RSHsoi04658QL5xgQVov3,Bad Liar,,83,Origins (Deluxe),260773,False
2FY7b99s15jUprqC0M5NCT,Natural,,83,Origins (Deluxe),189466,False
213x4gsFDm04hSqIUkg88w,On Top Of The World,,80,Night Visions,192280,False
3di5hcvxxciiqwMH1jarhY,Set Fire to the Rain,,85,21,242973,False
46IZ0fSY2mpAiktS3KOqds,Easy On Me,,85,30,224694,False
3bNv3VuUOKgrf5hu3YcuRo,Someone Like You,,84,21,285240,False
4OSBTYWVwsQhGLF9NHvIbR,Rolling in the Deep,,83,21,228093,False
6VObnIkLVruX4UVyxWhlqm,Skyfall,,86,Skyfall,286480,False
0DuWDLjriRPjDRoPgaCslY,Love In The Dark,,83,25,285935,False
6O5TrlFWTYvznd9fMC0VvU,When We Were Young,,81,25,290900,False
4zFHwVj4A8s0G5f7aOlpKo,Hometown Glory,,79,19,271226,True
0Z5ok0QLLttAKsujOZYOXf,Chasing Pavements,,79,19,210506,False
1Yk0cQdMLx5RzzFTYwmuld,Hello,,78,25,295502,False
3xkHsmpQCBMytMJNiDf3Ii,Beautiful Things,,93,Fireworks & Rollerblades,180304,False
3x3K1RP3Zfi2qeMR8kyrNO,Sorry I'm Here For Someone Else,,92,Sorry I'm Here For Someone Else,156582,False
221eHga9f9Ne4f8D7WVgPT,Mystical Magical,,91,Mystical Magical,165746,False
51eSHglvG1RJXtL3qI5trr,Slow It Down,,89,Fireworks & Rollerblades,161831,False
315aBOUD3xtj7sUMXtRgMV,In The Stars,,87,Fireworks & Rollerblades,216410,False
33vZRjxJScapmRShRJq8I0,NIGHTS LIKE THESE,,84,Walk Me Home...,172514,False
6HuHyXviAdpmnQu73JHfBz,Ghost Town,,82,Fireworks & Rollerblades,193733,False
1QxxBUAx42J8pIFYJJR880,Pretty Slowly,,83,Pretty Slowly,261420,False
3h76tbaYIamSeJL81X7ZwI,Cry,,79,Fireworks & Rollerblades,186359,False
2TOEn8TnvwiQgwZdqVtfH5,Momma Song,,79,Momma Song,197160,False
5YoITs1m0q8UOQ4AW7N5ga,Gasolina,,86,Barrio Fino (Bonus Track Version),192600,False
6habFhsOp2NvshLv26DqMb,Despacito,,84,VIDA,229360,False
69vlMrzHwATKzupwNcUPyK,La Santa,,83,YHLQMDLG,206420,True
5w9c2J52mkdntKOmRLeM2m,Con Calma,,82,Con Calma,193226,False
40a82F3K2UTbeoLlXXXZBd,"Lo Que Pasó, Pasó",,81,Barrio Fino (Bonus Track Version),210933,False
4t9a07PAghtQMRAIP9FQ7Z,Soltera (Remix),,78,Épico,266086,False
3pDhN3qB33AOPhQEkUCaWt,Limbo,,80,Prestige,224693,False
0KkIkfsLEJbrcIhYsCL7L5,China,,73,Emmanuel,301714,False
1vnnXMrBeEWiRg3YCMCjQq,Despacito - Remix,,74,VIDA,230413,False
4Xtlw8oXkIOvzV7crUBKeZ,Rompe,,79,Barrio Fino En Directo,188626,True
5UJbgR4XF4y1DvbkxEqe8S,Sports car,,89,So Close To What,165045,False
541sN2qNfIlllGn9nGOQoC,Revolving door,,91,So Close To What,180032,True
04emojnbYkrRmv5qtJcgVP,What I Want (feat. Tate McRae),,91,I’m The Problem,184517,False
3rUGC1vUpkDG9CZFHMur1t,greedy,,91,greedy,131872,True
3OfqwyE7RrZrtuxCRixfII,It's ok I'm ok,,83,So Close To What,156642,True
4l0RmWt52FxpVxMNni6i63,you broke me first,,87,TOO YOUNG TO BE SAD,170226,True
4E63weMCaNZuGPEFMnuEi8,exes,,85,THINK LATER,159400,True
2yWlGEgEfPot0lv3OAjuG3,Just Keep Watching (From F1® The Movie),,85,Just Keep Watching (From F1® The Movie),142550,False
4xvEn1vhrF9JbPFWqTXsH4,I know love (feat. The Kid LAROI),,81,So Close To What,156222,True
51hyZpbJlIgZIaX3TtMxmu,run for the hills,,84,THINK LATER,143940,True
5XeFesFbtLpXzIVDNQP22n,I Wanna Be Yours,,94,AM,183956,False
0BxE4FqsDD1Ot4YuBXwAPp,505,,89,Favourite Worst Nightmare,253586,False
5TTGoX70AFrTvuEtqHK37S,No. 1 Party Anthem,,90,AM,243131,False
5FVd6KXrgO9B3JPmC8OPst,Do I Wanna Know?,,90,AM,272394,False
086myS9r57YsLbJpU0TgK9,Why'd You Only Call Me When You're High?,,87,AM,161123,False
2AT8iROs4FQueDv2c8q2KE,R U Mine?,,84,AM,201726,False
2x8evxqUlF0eRabbW2JBJd,Fluorescent Adolescent,,80,Favourite Worst Nightmare,183893,False
0NdTUS4UiNYCNn5FgVqKQY,Snap Out Of It,,81,AM,193030,False
7nzsY8vlnKdvGOEE0rjAXZ,Arabella,,79,AM,207356,False
2LGdO5MtFdyphi2EihANZG,Knee Socks,,78,AM,257563,False
2tudvzsrR56uom6smgOcSf,Like That,,87,WE DON'T TRUST YOU,267706,True
2Hh3ETdQKrmSI3QS0hme7g,Too Many Nights (feat. Don Toliver & with Future),,85,HEROES & VILLAINS,199920,True
7EiZI6JVHllARrX9PUvAdX,Low Life (feat. The Weeknd),,85,EVOL,313546,True
28drn6tQo95MRvO0jQEo5C,Type Shit,,85,WE DON'T TRUST YOU,228266,True
0VgkVdmE4gld66l8iyGjgx,Mask Off,,85,FUTURE,204600,True
59nOXPmaKlBfGMDeOVGrIK,WAIT FOR U (feat. Drake & Tems),,85,I NEVER LIKED YOU,189893,True
4lH6nENd1y81jp7Yt9lTBX,Solo,,84,HNDRXX,265996,True
0vjeOZ3Ft5jvAi9SBFJm1j,Superhero (Heroes & Villains) [with Future & Chris Brown],,82,HEROES & VILLAINS,182666,True
5eW508Gq23QlXHowyzW39m,Money On Money (feat. Future),,81,Money On Money (feat. Future),236626,True
52NGJPcLUzQq5w7uv4e5gf,Private Landing (feat. Justin Bieber & Future),,80,Love Sick,238253,True
1tl3FlHkWU3nqZOssE5Zxu,Mil Maneras,,6,Mil Maneras,230951,False
7Lywx1rKbpJyWZjOmUiaHb,Labirynth,,5,Labirynth,283210,False
7KNmIjcmGJIBrhP2s5Vioe,Born Again (feat. Doja Cat & RAYE),,83,Alter Ego,231174,True
3DarAbFujv6eYNliUTyqtz,Kiss Me More (feat. SZA),,86,Planet Her,208666,True
6Uj1ctrBOjOas8xZXGqKk4,Woman,,85,Planet Her,172626,True
60ynsPSSKe6O3sfwRnIBRf,Streets,,85,Hot Pink,226986,True
56y1jOTK0XSvJzVv9vHQBK,Paint The Town Red,,77,Scarlet,230480,True
5PyDJG7SQRgWXefgexqIge,Agora Hills,,78,Scarlet,265360,True
2qyhy9ndo8tTGMzXeHTisR,So High,,80,So High,201573,True
3Vi5XqYrmQgOYBajMWSvCi,Need to Know,,82,Planet Her,210560,True
1VJwtWR6z7SpZRwipI12be,Candy,,81,Amala,190920,True
02BcXEH1zJYbXSabPtNlKf,Lose My Mind (feat. Doja Cat) [From F1® The Movie],,81,Lose My Mind (feat. Doja Cat) [From F1® The Movie],209051,False
2tpWsVSb9UEmDRxAl1zhX1,Counting Stars,,90,Native,257265,False
0oF9jpn0n8afMpbHKgRd6J,I Ain't Worried,,81,Artificial Paradise (Deluxe),148485,False
331l3xABO0HMr1Kkyh2LZq,I Don't Wanna Wait,,87,I Don't Wanna Wait,149667,False
3IQF4xCQUPicbA4hWfTxPo,I Lived,,80,Native,234546,False
7qKIbKpRqsDoXG5vMK6fuT,Sunshine,,75,Artificial Paradise (Deluxe),163854,False
3UhXPxLDFKCj1ZO6mmtV0a,Apologize,,76,Dreaming Out Loud,208106,False
1NhPKVLsHhFUHIOZ32QnS2,Secrets,,80,Waking Up,224693,False
6KL88T4Ma4ABXqzgUoEwkd,Run,,76,Human (Deluxe),168259,False
6OtCIsQZ64Vs1EbzztvAv4,Good Life,,78,Waking Up,253306,True
0xSjAuPhm9tJXX2nRt2Avv,Chasing Paradise,,77,Chasing Paradise,180091,False
7BqHUALzNBTanL6OvsqmC1,Happier,,85,Happier,214289,False
4pkb8SbRGeHAvdb87v9rpf,Miles On It,,84,Miles On It,168355,False
5KbBVSj6AJZ5662fO8EYFh,El Merengue,,80,Sugar Papi,189668,False
4qu63nuBpdn0qHUHuObEj1,Leave Before You Love Me (with Jonas Brothers),,81,Leave Before You Love Me,154983,False
7vGuf3Y35N4wmASOKLUVVU,Silence,,81,Silence,180822,False
6CvTEtGagmzQvkUzzyKR9k,HARLEY QUINN,,80,Pa las Baby's Y Belikeada,143327,True
1wIyr1y5wiWqo7nqbxHpWt,FRIENDS,,77,FRIENDS,201733,True
0tBbt8CrmxbjRP0pueQkyU,Wolves,,79,Wolves,197993,False
2Y0wPrPQBrGhoLn14xRYCG,Come & Go (with Marshmello),,77,Legends Never Die,205484,True
14e2ob5d6fW1TTn5ZlXF5N,Si Ai - Marshmello & UKAY Remix,,78,Si Ai (Marshmello & UKAY Remix),183999,False
7795WJLVKJoAyVoOtCWqXN,I'm Not The Only One,,86,In The Lonely Hour,239316,False
51ODNNDZm21HU7wI7cccRr,Latch,,84,Settle (Special Edition),255631,False
3wPPWcVuinAU7dXcJXtCID,La La La,,81,Hotel Cabana (Deluxe Version),222200,False
5Nm9ERjJZ5oyfXZTECKmRt,Stay With Me,,84,In The Lonely Hour,172723,False
1mXVgsBdtIVeCLJnSnmtdV,Too Good At Goodbyes,,84,The Thrill Of It All (Special Edition),201000,False
0NZPBYD5qbEWRs3PrGiRkT,Unholy (feat. Kim Petras),,76,Gloria,156943,False
3xgT3xIlFGqZjYW9QlhJWp,Dancing With A Stranger (with Normani),,78,Love Goes,171029,False
7t3Xdbufg7q2onVsR8RBdY,Fire On Fire,,79,Love Goes,246735,False
6auDCEMr5aHTNu4Kw9h5U6,Promises (with Sam Smith),,74,96 Months,213309,False
2TeLIzFBe3hxkPR5FIQZut,Like I Can,,76,In The Lonely Hour,167065,False
60a0Rd6pjrkxjPbaKzXjfq,In the End,,91,Hybrid Theory (Bonus Edition),216880,False
2nLtzopw4rPReszdYBJU6h,Numb,,90,Meteora,187520,False
1EDPVGbyPKJPeGqATwXZvN,The Emptiness Machine,,85,From Zero,190427,True
4Yf5bqU3NK4kNOypcrLYwU,Faint,,86,Meteora,162106,False
3K4HG9evC7dg3N0R9cYqk4,One Step Closer,,85,Hybrid Theory (Bonus Edition),157333,False
18lR4BzEs7e3qzc0KVkTpU,What I've Done,,85,Minutes to Midnight,205226,False
3fjmSxt0PskST13CSdBUFx,Somewhere I Belong,,83,Meteora (Bonus Edition),213933,False
2HBBM75Xv3o2Mqdyh1NcM0,Heavy Is the Crown,,82,From Zero,167012,False
2SwdMXPvGdciXamSjfoNH9,Up From the Bottom,,74,From Zero (Deluxe Edition),183223,False
57BrRMwf9LrcmuOsyGilwr,Crawling,,83,Hybrid Theory (Bonus Edition),208960,False
4kLLWz7srcuLKA7Et40PQR,I Gotta Feeling,,86,THE E.N.D. (THE ENERGY NEVER DIES) [Deluxe Version],289133,False
3F9ByoUqu31xU0I3G5xfVg,Meet Me Halfway,,82,THE E.N.D. (THE ENERGY NEVER DIES) [Deluxe Version],284373,False
0xmjwnQ3FNE6HuWCt2nHdZ,Where Is The Love?,,84,Elephunk,272533,False
2ygMBIctKIAfbEBcT9065L,Pump It,,83,Monkey Business,213066,True
3JA9Jsuxr4xgHXEawAdCp4,Just Can’t Get Enough,,83,The Beginning,219426,False
2WQ09wqQBIOor7Q0VpIDBK,Rock That Body,,78,THE E.N.D. (THE ENERGY NEVER DIES) [Deluxe Version],268840,False
1zLBsSVxETQOfINOLYvT5m,GIRL LIKE ME,,80,TRANSLATION,222522,True
20jYtEun4dUdYZ9foaOC48,My Humps,,79,Monkey Business,326960,False
4hfIVhq0F0zFUcrbecsYmo,Let's Get It Started - Spike Mix,,78,Elephunk,217733,False
5NyS3oxTlos3Agl2YtZwrC,RITMO (Bad Boys For Life),,72,TRANSLATION,214854,True
2RkZ5LkEzeHGRsmDqKwmaJ,Ordinary,,94,"You'll Be Alright, Kid (Chapter 1)",186964,False
1wOp7yTVyH176bW1z9WAiv,Carry You Home,,87,"You'll Be Alright, Kid (Chapter 1)",166880,False
0qmhTHMVxnXRmT5N92wTD9,Bloodline (with Jelly Roll),,88,Bloodline (with Jelly Roll),182008,False
792FHkvZbBQuWWM1a4TfL8,Before You Leave Me,,84,"You'll Be Alright, Kid (Chapter 1)",176178,False
6aybzjLxocD14YySwF3aus,Burning Down,,81,"You'll Be Alright, Kid (Chapter 1)",179437,False
3diSxgK7bRIZzqu5IqFgd1,Burning Down (with Joe Jonas),,83,Burning Down (with Joe Jonas),179437,False
4t6qMeHgbxWod2SLokiSQp,Ordinary - Wedding Version,,82,Ordinary (Wedding Version),186964,False
0TdacYZkgRxz8ZvHUtpimP,Save You a Seat,,79,"You'll Be Alright, Kid (Chapter 1)",197573,False
1aOdsNEQP9wVJEN9a73GRf,Troubled Waters,,79,"You'll Be Alright, Kid (Chapter 1)",197775,False
3KLQCsKrZSResAeGxkx9n0,Chasing Shadows,,77,"You'll Be Alright, Kid (Chapter 1)",164027,False
0u2P5u6lvoDfwTYjAADbn4,lovely (with Khalid),,90,lovely (with Khalid),200185,False
7FGq80cy8juXBCD2nrqdWU,Eastside (with Halsey & Khalid),,82,FRIENDS KEEP SECRETS,170769,False
5Z3GHaZ6ec9bsiI5BenrbY,Young Dumb & Broke,,84,American Teen,202546,False
2OpBganfGk2GVdSlRdxzaX,Better,,81,Suncity,229320,True
7vGuf3Y35N4wmASOKLUVVU,Silence,,81,Silence,180822,False
152lZdxL1OR0ZMW6KquMif,Location,,80,American Teen,219080,False
70eFcWOvlMObDhURTqT4Fv,Beautiful People (feat. Khalid),,74,No.6 Collaborations Project,197866,False
5bgwqaRSS3M8WHWruHgSL5,8TEEN,,78,American Teen,228600,False
6TqXcAFInzjp0bODyvrWEq,Talk (feat. Disclosure),,75,Free Spirit,197573,False
10xV5l9nhLvFpR8mqzs0bL,Numb,,76,Numb,155588,False
0FIDCNYYjNvPVimz5icugS,Timeless (feat Playboi Carti),,95,Hurry Up Tomorrow,256000,True
42VsgItocQwOQC3XWZ8JNA,FE!N (feat. Playboi Carti),,88,UTOPIA,191700,True
68qeaZhtMZ6abrJCYt6nQn,RATHER LIE (with The Weeknd),,88,MUSIC,209680,True
6iycYUk3oB0NPMdaDUrN1w,EVIL J0RDAN,,87,MUSIC,183928,True
28drn6tQo95MRvO0jQEo5C,Type Shit,,85,WE DON'T TRUST YOU,228266,True
6WzRpISELf3YglGAh7TXcG,Popular (with Playboi Carti & Madonna) - From The Idol Vol. 1 (Music from the HBO Original Series),,85,Popular (Music from the HBO Original Series),215466,True
0U1bfnMhuViHvUhDfxp1NX,"CARNIVAL (feat. Rich The Kid, Playboi Carti)",,63,"CARNIVAL PACK (feat. Rich The Kid, Playboi Carti)",264324,True
29TPjc8wxfz4XMn21O7VsZ,Sky,,82,Whole Lotta Red,193234,True
2n9fC0A4ptmWqYeMXEVaok,GOOD CREDIT (with Kendrick Lamar),,81,MUSIC,190373,True
3VdooJLOy4tLxKpnn46SMP,CRUSH (with Travis Scott),,81,MUSIC,173320,True
1DpC4L3JjsGRW7y6eTHaMj,Ojos Tristes (with The Marías),,82,I Said I Love You First,201920,False
1s7oOCT8vauUh01PbJD6ps,Calm Down (with Selena Gomez),,78,Rave & Roses Ultra,239317,False
1OdvKyTexzm8ZEmdCxhGsX,Call Me When You Break Up (with Gracie Abrams),,79,I Said I Love You First,126831,False
6vuVCtwukUA57ioTnKKeuL,Bluest Flame,,78,I Said I Love You First,162995,False
5xdVqHtFS0eLuNp4Z8Wbpa,Good For You,,79,Revival (Deluxe),221280,False
3eR23VReFzcdmS7TYCrhCe,It Ain't Me (with Selena Gomez),,80,It Ain't Me (with Selena Gomez),220780,False
4l0Mvzj72xxOpRrp6h8nHi,Lose You To Love Me,,81,Rare,206458,False
7sFMOSnRBa6td4lZa1oiTI,How Does It Feel To Be Forgotten,,80,I Said I Love You First,161030,True
1E70pcxXiSQLtxdowVXkbM,Sunset Blvd,,76,I Said I Love You First,167584,False
4lnAN2S1fcI0SjxEbksZVr,Fetish (feat. Gucci Mane),,79,Fetish (feat. Gucci Mane),186112,False
